时间,成交量,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,换手率,成交额,市盈率,市净率,市销率,市现率,市值,资金流向
2024-08-21T04:00:00,3523,1.74,1.75,1.69,1.75,0.02,1.16,0.03,6008.0,0.7265,,0.0762,-2.9197,21944265.0,
2024-08-22T04:00:00,5760,1.7,1.7,1.579,1.69,-0.06,-3.43,0.05,9495.0,0.7016,,0.0736,-2.8196,21191890.2,
2024-08-23T04:00:00,3208,1.7,1.7,1.64,1.7,0.01,0.59,0.03,5390.0,0.7057,,0.074,-2.8363,21317286.0,
2024-08-26T04:00:00,1313,1.7,1.7,1.68,1.7,0.0,0.0,0.01,2226.0,0.7057,,0.074,-2.8363,21317286.0,
2024-08-27T04:00:00,22664,1.75,1.94,1.75,1.85,0.15,8.82,0.18,41288.0,0.768,,0.0805,-3.0865,23198223.0,
2024-08-28T04:00:00,12335,1.85,1.88,1.72,1.75,-0.1,-5.41,0.1,22897.0,0.7265,,0.0762,-2.9197,21944265.0,
2024-08-29T04:00:00,3235,1.7243,1.866,1.7243,1.86,0.11,6.29,0.03,5877.0,0.7721,,0.081,-3.1032,23323618.8,
2024-08-30T04:00:00,2163,1.87,1.87,1.85,1.85,-0.01,-0.54,0.02,4082.0,0.768,,0.0805,-3.0865,23198223.0,
2024-09-03T04:00:00,4631,1.8,1.82,1.71,1.76,-0.09,-4.8649,0.04,8299.0,0.7306,,0.0766,-2.9364,22069660.8,
2024-09-04T04:00:00,2348,1.76,1.8,1.7201,1.8,0.04,2.27,0.02,4088.0,0.7472,,0.0784,-3.0031,22571244.0,
2024-09-05T04:00:00,5240,1.82,1.89,1.81,1.85,0.05,2.7778,0.04,9671.0,0.768,,0.0805,-3.0865,23198223.0,
2024-09-06T04:00:00,1806,1.79,1.84,1.79,1.84,-0.01,-0.5405,0.01,3260.0,0.7638,,0.0801,-3.0698,23072827.2,
2024-09-09T04:00:00,4792,1.7772,1.86,1.712,1.82,-0.02,-1.09,0.04,8579.0,0.7555,,0.0792,-3.0365,22822035.6,
2024-09-10T04:00:00,982,1.89,1.89,1.7806,1.7806,-0.039,-2.14,0.01,1788.0,0.7393,,0.0775,-2.9714,22332991.98,
2024-09-11T04:00:00,4861,1.85,1.85,1.75,1.82,0.039,2.19,0.04,8775.0,0.7594,,0.0796,1.5575,22938162.52,
2024-09-12T04:00:00,8073,1.86,1.9,1.78,1.84,0.02,1.1,0.06,14711.0,0.7677,,0.0805,1.5746,23190230.24,
2024-09-13T04:00:00,6904,1.85,1.91,1.82,1.89,0.05,2.72,0.06,12935.0,0.7886,,0.0827,1.6174,23820399.54,
2024-09-16T04:00:00,96814,2.01,2.39,2.01,2.3422,0.452,23.92,0.77,213714.0,0.9772,,0.1025,2.0042,29517130.012,
2024-09-17T04:00:00,83989,2.4,2.456,1.7,2.07,-0.272,-11.61,0.67,181057.0,0.8637,,0.0906,1.7714,26089009.02,
2024-09-18T04:00:00,27728,2.08,2.08,1.87,1.92,-0.15,-7.25,0.22,54328.0,0.8011,,0.084,1.6431,24199259.52,
2024-09-19T04:00:00,34758,1.88,2.0,1.7499,2.0,0.08,4.17,0.28,63813.0,0.8345,,0.0875,1.7115,25207562.0,
2024-09-20T04:00:00,31544,1.99,1.99,1.8,1.8,-0.2,-10.0,0.25,58950.0,17.9484,,0.0775,1.5404,22686805.8,
2024-09-23T04:00:00,12171,1.944,1.944,1.8,1.86,0.06,3.33,0.1,22585.0,18.5467,,0.0801,1.5917,23443032.66,
2024-09-24T04:00:00,73442,1.9,1.915,1.75,1.88,0.02,1.08,0.58,142907.0,18.7461,,0.0809,1.6088,23695108.28,
2024-09-25T04:00:00,9895,1.85,1.9139,1.8062,1.9,0.02,1.06,0.08,18674.0,18.9456,,0.0818,1.626,23947183.9,
2024-09-26T04:00:00,7345,1.89,1.92,1.89,1.91,0.01,0.53,0.06,13928.0,19.0453,,0.0822,1.6345,24073221.71,
2024-09-27T04:00:00,26933,1.91,2.0,1.85,1.92,0.01,0.52,0.21,51443.0,19.145,,0.0827,1.6431,24199259.52,
2024-09-30T04:00:00,21962,1.93,1.95,1.82,1.85,-0.07,-3.65,0.17,41144.0,18.447,,0.0797,1.5832,23316994.85,
2024-10-01T04:00:00,15712,1.86,2.0,1.86,2.0,0.15,8.11,0.12,30693.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-02T04:00:00,34034,2.0,2.025,1.94,1.99,-0.01,-0.5,0.27,67961.0,19.843,,0.0857,1.703,25081524.19,
2024-10-03T04:00:00,13449,2.03,2.03,1.97,1.99,0.0,0.0,0.11,26833.0,19.843,,0.0857,1.703,25081524.19,
2024-10-04T04:00:00,8307,2.0,2.018,1.98,2.0,0.01,0.5025,0.07,16616.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-07T04:00:00,8724,2.0,2.01,1.995,2.0,0.0,0.0,0.07,17480.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-08T04:00:00,21542,2.0,2.0,1.92,1.95,-0.05,-2.5,0.17,42644.0,19.4441,,0.084,1.6688,24577372.95,
2024-10-09T04:00:00,1198,1.95,1.99,1.95,1.99,0.04,2.0513,0.01,2357.0,19.843,,0.0857,1.703,25081524.19,
2024-10-10T04:00:00,7561,1.99,1.99,1.955,1.955,-0.035,-1.76,0.06,14865.0,19.494,,0.0842,1.673,24640391.855,
2024-10-11T04:00:00,6239,1.98,2.0021,1.98,2.0021,0.0471,2.4092,0.05,12431.0,19.9636,,0.0862,1.7133,25234029.9401,
2024-10-14T04:00:00,34470,1.97,2.2,1.97,2.0,-0.0021,-0.1049,0.27,71830.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-15T04:00:00,10862,2.0,2.0125,1.95,2.0,0.0,0.0,0.09,21577.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-16T04:00:00,17331,2.0,2.0,1.91,2.0,0.0,0.0,0.14,34171.0,19.9427,,0.0861,1.7115,25207562.0,
2024-10-17T04:00:00,7237,1.9708,2.04,1.95,1.98,-0.02,-1.0,0.06,14416.0,19.7433,,0.0853,1.6944,24955486.38,
2024-10-18T04:00:00,314,1.98,1.98,1.98,1.98,0.0,0.0,0.0,621.0,19.7433,,0.0853,1.6944,24955486.38,
2024-10-21T04:00:00,3073,2.05,2.05,1.94,1.94,-0.04,-2.0202,0.02,6080.0,19.3444,,0.0835,1.6602,24451335.14,
2024-10-22T04:00:00,4227,1.94,1.94,1.88,1.9,-0.04,-2.06,0.03,8097.0,18.9456,,0.0818,1.626,23947183.9,
2024-10-23T04:00:00,3383,1.9,1.9,1.85,1.8501,-0.0499,-2.6263,0.03,6236.0,18.447,,0.0797,1.5832,23316994.85,
2024-10-24T04:00:00,8156,1.79,1.81,1.71,1.75,-0.1,-5.41,0.06,14247.0,17.4499,,0.0753,1.4976,22056616.75,
2024-10-25T04:00:00,15112,1.75,1.9201,1.75,1.84,0.09,5.14,0.12,28016.0,18.3473,,0.0792,1.5746,23190957.04,
2024-10-28T04:00:00,9338,1.86,1.95,1.82,1.82,-0.02,-1.09,0.07,17671.0,18.1478,,0.0784,1.5575,22938881.42,
2024-10-29T04:00:00,5734,1.82,1.94,1.82,1.9,0.08,4.3956,0.05,10768.0,18.9456,,0.0818,1.626,23947183.9,
2024-10-30T04:00:00,14544,1.86,1.9,1.76,1.76,-0.14,-7.3684,0.12,26865.0,17.5496,,0.0758,1.5062,22182654.56,
2024-10-31T04:00:00,8601,1.76,1.81,1.76,1.8,0.04,2.27,0.07,15373.0,17.9484,,0.0775,1.5404,22686805.8,
2024-11-01T04:00:00,14986,1.8,2.0,1.8,1.94,0.14,7.7778,0.12,28957.0,19.3444,,0.0835,1.6602,24451335.14,
2024-11-04T05:00:00,13417,1.99,2.0107,1.9,1.97,0.03,1.5464,0.11,26778.0,19.6436,,0.0848,1.6859,24829448.57,
2024-11-05T05:00:00,19715,1.97,2.0,1.91,1.92,-0.05,-2.5381,0.16,38884.0,19.145,,0.0827,1.6431,24199259.52,
2024-11-06T05:00:00,10015,1.98,1.9832,1.85,1.85,-0.07,-3.65,0.08,19148.0,18.447,,0.0797,1.5832,23316994.85,
2024-11-07T05:00:00,3278,1.89,1.9384,1.88,1.88,0.03,1.62,0.03,6245.0,18.7461,,0.0809,1.6088,23695108.28,
2024-11-08T05:00:00,9554,1.88,1.9406,1.81,1.81,-0.07,-3.72,0.08,17699.0,18.0481,,0.0779,1.5489,22812843.61,
2024-11-11T05:00:00,10865,1.88,1.89,1.82,1.85,0.04,2.21,0.09,20114.0,18.447,,0.0797,1.5832,23316994.85,
2024-11-12T05:00:00,9643,1.86,1.9,1.8,1.8,-0.05,-2.7,0.08,17839.0,17.9484,,0.0775,1.5404,22686805.8,
2024-11-13T05:00:00,5312,1.8005,1.9,1.8005,1.84,0.04,2.2222,0.04,9854.0,18.3473,,0.0792,1.5746,23190957.04,
2024-11-14T05:00:00,14689,1.83,1.83,1.7,1.72,-0.12,-6.5217,0.12,27841.0,17.1507,,0.0741,1.4719,21678503.32,
2024-11-15T05:00:00,2215,1.76,1.76,1.7,1.7,-0.02,-1.1628,0.02,3799.0,16.9513,,0.0732,1.4548,21426427.7,
2024-11-18T05:00:00,14048,1.8,1.8,1.7,1.72,0.02,1.18,0.11,24282.0,17.1507,,0.0741,1.4719,21678503.32,
2024-11-19T05:00:00,8191,1.72,1.74,1.7,1.7,-0.02,-1.1628,0.06,14082.0,16.9513,,0.0732,1.4548,21426427.7,
2024-11-20T05:00:00,13031,1.72,1.74,1.69,1.7,0.0,0.0,0.1,22345.0,16.9513,,0.0732,1.4548,21426427.7,
2024-11-21T05:00:00,2927,1.67,1.71,1.67,1.7,0.0,0.0,0.02,4970.0,16.9513,,0.0732,1.4548,21426427.7,
2024-11-22T05:00:00,3706,1.7,1.7292,1.6801,1.7,0.0,0.0,0.03,6333.0,16.9513,,0.0732,1.4548,21426427.7,
2024-11-25T05:00:00,4303,1.7,1.715,1.67,1.68,-0.02,-1.1765,0.03,7285.0,16.7519,,0.0723,1.4377,21174352.08,
2024-11-26T05:00:00,1902,1.68,1.7,1.68,1.68,0.0,0.0,0.02,3201.0,16.7519,,0.0723,1.4377,21174352.08,
2024-11-27T05:00:00,14447,1.7,1.72,1.57,1.64,-0.04,-2.38,0.11,24058.0,16.353,,0.0706,1.4035,20670200.84,
2024-11-29T05:00:00,2591,1.64,1.7,1.64,1.7,0.06,3.66,0.02,3768.0,16.9513,,0.0732,1.4548,21426427.7,
2024-12-02T05:00:00,10679,1.67,1.67,1.6,1.61,-0.09,-5.29,0.08,17477.0,16.0539,,0.0693,1.3778,20292087.41,
2024-12-03T05:00:00,19388,1.6,1.63,1.42,1.63,0.02,1.24,0.15,30355.0,16.2533,,0.0702,1.3949,20544163.03,
2024-12-04T05:00:00,5048,1.63,1.66,1.56,1.66,0.03,1.84,0.04,8233.0,16.5524,,0.0715,1.4206,20922276.46,
2024-12-05T05:00:00,10029,1.6402,1.6402,1.5504,1.56,-0.1,-6.02,0.08,15853.0,15.5553,,0.0672,1.335,19661898.36,
2024-12-06T05:00:00,30696,1.57,1.7297,1.57,1.71,0.15,9.62,0.24,51577.0,17.0589,,0.0737,1.5262,21562467.3,
2024-12-09T05:00:00,107106,1.82,2.08,1.75,1.9,0.19,11.11,0.85,207427.0,18.9543,,0.0818,1.6958,23958297.0,
2024-12-10T05:00:00,54592,2.04,2.04,1.52,1.69,-0.21,-11.05,0.43,90664.0,16.8594,,0.0728,1.5084,21310274.7,
2024-12-11T05:00:00,23647,1.65,1.79,1.6216,1.69,0.0,0.0,0.19,40994.0,16.8594,,0.0728,1.5084,21310274.7,
2024-12-12T05:00:00,5582,1.62,1.6599,1.59,1.6,-0.09,-5.33,0.04,8968.0,15.9616,,0.0689,1.428,20175408.0,
2024-12-13T05:00:00,10255,1.63,1.63,1.55,1.57,-0.03,-1.875,0.08,16329.0,15.6623,,0.0676,1.4013,19797119.1,
2024-12-16T05:00:00,31453,1.58,1.63,1.35,1.39,-0.18,-11.46,0.25,46072.0,13.8666,,0.0599,1.2406,17527385.7,
2024-12-17T05:00:00,18315,1.43,1.58,1.4255,1.58,0.19,13.67,0.15,26808.0,15.762,,0.0681,1.4102,19923215.4,
2024-12-18T05:00:00,1549814,1.8,2.97,1.7831,2.68,1.1,69.62,12.29,3559314.0,26.7356,,0.1154,2.392,33793808.4,
